study_id,item_id,item_filename,item_cdn_url,participant_id,participant_external_id,participant_display_name,participant_tags,participant_quality_grade,participant_quality_grade_item,test_item_display_order,exposure_number,fixation_point_x,fixation_point_y,fixation_starts_at_ms,fixation_ends_at_ms,fixation_duration_ms,saccade_amplitude_percent,external_data_fbclid,notes
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,77.383150457676,111.45160073578,0,385,385,5.6567410810284,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,"RealEye v15.35.4; FixationFilterSettings [gazePointInterpolationHz = 30; gazePointInterpolationMaxGapMs = 50; gazeVelocityThreshold = 150; minFixationDurationMs = 80; maxFixationDurationMs = 400; movingMediaRangeMs = 200; saccadeMaxDurationMs = 150]; TestCriteria [;isGenderMale=true;isGenderFemale=true;isGenderOther=true;isGenderNotSpecified=true;exposureNumber=1;qualityMin=1;qualityMax=6;exposureNumber=1;isParticipantTypeRealEye=true;isParticipantTypeNonRealEye=true;isDeviceDesktop=true;isDeviceSmartphone=true;isDeviceTablet=true;isSetupLocal=true;isSetupMouse=true;isSetupOpengaze=true]; 2024-03-03T15:32:05+00:00"
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,70.907985766097,112.23776608303,402,777,375,6.8863684334886,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,78.532882771164,115.91894904422,796,972,176,,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,54.569498697917,130.35213329174,1159,1341,182,29.950509253373,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,45.135498046875,71.608493946217,1365,1694,329,,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,77.181842137897,-56.775881920332,2190,2306,116,99.663090990052,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,-12.096354166667,70.243992239435,2422,2514,92,57.521096504622,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,44.88525390625,129.43782099971,2531,2611,80,36.983760150975,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,87.071001499609,121.30243061,2635,2882,247,8.0528084526231,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
5941574c-f699-4258-bd86-c17305752624,708876ff-a8c1-4972-a3bf-a8e0d515b2f0,"Mickey Mouse_20.mp4",https://d48dl6cezsco5.cloudfront.net/experiments/experiment_5941574c-f699-4258-bd86-c17305752624/project_lg_708876ff-a8c1-4972-a3bf-a8e0d515b2f0.jpg?v=15.35.4,79fdfa13-f5eb-4f08-b281-200dae513515,,"P0101, Male",,2,2,1,1,77.854768455354,122.46412046468,2911,3297,386,1.3344400591373,IwAR0n1Lt1NI3hiRIlN5zuUhgrpMMBDkp-yWo1Hb0c7cwMh4GSQXw7f_mTQ2c,
